anime_id,title,tags
3807,Owarimonogatari Second Season,following an encounter with oddity specialist izuko gaen third year high school student koyomi araragi wakes up in a strange deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place araragi with the help of his girlfriend hitagi senjougahara maneuvers through the webs of his past and the perplexities of the present in search of answers however fate once again delivers him to the eccentric transfer student ougi oshino who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored as araragi peels back the layers of mystery surrounding an apparition he discovers a truth not meant to be revealed comedy mystery vampire supernatural shaft
3808,The Wonderful Wizard of Oz,based on the wonderful wizard of oz the marvelous land of oz ozma of oz and the emerald city of oz by l frank baum source anidb adventure fantasy kids panmedia
3809,Ozanari Dungeon: Kaze no Tou,the king of the tower of wind seeks the power of the legendary dragon head and employs the fighter moka the thief buruman and the magic user kiriman to steal it for him but the dragon head is sealed in the temple of fire and to capture it moka will have to face the sect that has protected it generation after generation action adventure comedy fantasy telecomanimationfilm
3810,Ozmafia!!,the anime will feature an original story from the game on which it is based fantasy historical romance shoujo harem creatorsinpack
3811,Pale Cocoon,a future where the continuity of history has broken off a world of enormous ruins that continues endlessly oceans and continents have vanished existing only within the archives brought up from the remains ura works in the archive excavation department which restores and analyzes the data left behind one day he finds a disturbing visual record source ann drama sci-fi studiorikka
3812,A Tree of Palme,palme is a puppet created by a man to care for his sickly wife after her death palme becomes paralyzed with sorrow that is until a woman being pursed happens to cross paths with palme and his creator and ask them to deliver something precious to a sacred place called tama palme mistaking her for his masters late wife accepts the request this becomes his first step to becoming more human in order to understand his own feelings adventure drama fantasy romance palmstudio
3813,Pan de Peace!,for the airheaded minami tani there is nothing more delightful than delicious bread for breakfast bonding over a mutual love for the food minami meets the dignified yuu aizawa and the upbeat fuyumi fukagawa joining them is noa sakura a pint sized girl who sees bread as the ultimate weapon of self defense together the girls strengthen their bonds of friendship while striving to sample every kind of bread this world has to offer comedy school sliceoflife asahiproduction
3814,PandoraHearts,to young oz vessalius heir to the vessalius duke house the perilous world called the abyss is nothing more than a folktale used to scare misbehaving children however when oz coming of age ceremony is interrupted by the malicious baskerville clan intent on banishing him into the depths of the abyss the vessalius heir realizes that his peaceful life of luxury is at its end now he must confront the world of the abyss and its dwellers the monstrous chains which are both not quite as fake as he once believed based on the supernatural fantasy manga of the same name pandora hearts tells the story of fifteen year old oz journey to discover the meaning behind the strange events that have overtaken his life assisted by a mysterious chain named alice whose nickname is bloodstained black rabbit and members of a clandestine organization known as pandora oz begins to realize his existence may have more meaning than he could have ever imagined adventure mystery fantasy shounen supernatural xebec
3815,Pandora Hearts Omake,pandora hearts dvd shorts episode list comedy xebec
3816,Pants no Ana: Mambo de Ganbo!,a collection of short stories all of which are perverted to various degrees comedy ecchi school aic
3817,Panty & Stocking in Sanitarybox,a special short included with the th dvd bd release action comedy dementia ecchi parody supernatural gainax
3818,Panty & Stocking with Garterbelt,the anarchy sisters panty and stocking have been kicked out of heaven for to put it mildly misbehaving led by a priest named garterbelt these angels must buy their way back by exterminating ghosts in daten city but this task requires unconventional weapons for these unorthodox angels they transform their lingerie into weapons to dispatch the spirits unfortunately neither of them take their duties seriously as they rather spend their time in pursuit of other hobbies panty prefers to sleep with anything that walks and stocking favors stuffing her face with sweets than hunting ghosts follow these two unruly angels as they battle ghosts an overflow of bodily fluids and their own tendency to get side tracked in panty stocking with garterbelt action comedy ecchi parody supernatural gainax
3819,Panyo Panyo Di Gi Charat,deijiko is the princess of the planet of di gi charat after reading a book she is influenced to want to help everyone be happy she leaves the castle and pretends to be a normal girl she tries to make everyone happy by taking various jobs around the town and thereby making all sorts of new friends and inevitably enemies comedy madhouse
3820,Panzer Dragoon,legends speak of a dark tower with a race of dragons that awaits the command to arise and wreak havoc at least kyle used to believe they were only legends until his lady alita is stolen by the black dragon now kyle must form an alliance with blau a blue dragon in order to rescue her before she becomes the catalyst for the dark tower final program the complete destruction of the world adventure fantasy productioni.g
3821,"Listen to Me, Girls. I Am Your Father!",yuuta segawa has just started his freshman year of university one day his sister yuri who raised him after their parents died asks him to take care of her daughters hina sora and miu while she and her husband go overseas on a business trip yuuta grudgingly accepts but tragedy strikes when their plane goes missing and all passengers are presumed dead in an effort to prevent the three girls from being split up yuuta goes against their family and takes them in just as his sister took him in when he had no one else now the four find themselves in a new and peculiar situation yuuta must learn how to balance his new responsibilities as the newest member of the street observation research society a club for people watching and also as a father figure while sora miu and hina come to terms with the loss of their parents comedy romance sliceoflife feel.
3822,Paprika,the world of dreams can be an incredible window into the psyche showing one deepest desires aspirations and repressed memories one hopeful tech lab has been developing the dc mini a device with the power to delve into the dreams of others atsuko chiba and kosaku tokita have been tirelessly working to develop this technology with the hopes of using it to deeply explore patients minds and help cure them of their psychological disorders however having access to the deepest corners of a person mind comes with a tremendous responsibility in the wrong hands the dc mini could be used as a form of psychological terrorism and cause mental breakdowns in the minds of targets when this technology is stolen and people around them start acting strangely atsuko and kosaku know they have a serious problem on their hands enlisting the help of officer konakawa who has been receiving this experimental therapy they search both the real and dream worlds for their mental terrorist dementia mystery fantasy horror sci-fi psychological thriller madhouse
3823,Paradise Kiss,on her way home from school yukari hayasaka is approached by a weird looking guy who starts looking at her body intently he got blond spiky hair a spiked choker and multiple piercings on his ears and face she wants nothing to do with him and runs away only to bump into a very tall and beautiful purple haired woman with a flower pattern around her eye yukari faints from shock and wakes up later in a strange place called the atelier it turns out that these strangers are fashion designers who attend the most famous art school around yazawa art academy and their group wants yukari to model for their brand in yazawa academy upcoming show yukari turns down their offer and escapes the atelier but unknowingly leaves her school id behind george koizumi the head designer later sees it and immediately knows she would be the perfect model for them and will not stop until he gets what he wants and he wants her yukari had never considered something as frivolous as modeling before but could life among these eccentric designers actually prove to be fun or will yukari lose herself in this world of art and passion comedy drama romance sliceoflife josei madhouse
3824,Parasite Dolls,a secret unit of the ad police known as branch specializes in crimes involving humanoid robots called boomers branch officer buzz must cope with having a boomer for a partner while officer michaelson finds the line between human and robot to be a thin one together they serve to protect a world that is slowly deconstructing around them set in the bubblegum crisis universe source ann action mecha sci-fi police aic
3825,Ya Boy Kongming!,general of the three kingdoms kongming had struggled his whole life facing countless battles that made him into the accomplished strategist he was so on his deathbed he wished only to be reborn into a peaceful world and was sent straight to modern day party central tokyo can even a brilliant strategist like kongming adapt to the wild beats and even wilder party people comedy p.a.works
3826,Isabelle of Paris,the principal character is year old isabelle laustin other characters being her parents leon and marie isabelle friends jean and his sister marie and isabelle suitor captain victor when paris is besieged and napoleon iii army is defeated isabelle escapes to london disguised as a boy and engages in secret agent stuff source anidb drama historical daxproduction
3827,Pastel Memories,the story takes place in a future akihabara where otaku culture has declined players play as a shopkeeper of an otaku shop together with the heroines who are in fact otaku girls the shopkeeper start helping people claim their lost otaku memories back source qooapp action adventure sci-fi projectno.9
3828,Paulette's Chair,noitamina th anniversary commemoration short special comedy kids sliceoflife studiocolorido
3829,Peace Maker Kurogane,although traumatized by witnessing the murder of his parents by one of the choushuu ichimura tetsunosuke thirst for revenge lead him to desire strength at the age of tetsunosuke approached the shinsengumi wanting to become one of its members however tetsunosuke lacked the skill mind and will to emotionlessly cut down whoever threatened peace and the shinsengumi even with the support of his brother tatsunosuke and his newfound friends of the shinsengumi little did tetsunosuke know the blood and pain he would have to face being part of this historical group action comedy historical samurai shounen gonzo
3830,PEACE MAKER KUROGANE – Belief & Friend,although traumatized by witnessing the murder of his parents by one of the choushuu ichimura tetsunosuke thirst for revenge leads him to desire strength at the age of tetsunosuke approached the shinsengumi wanting to become one of its members however tetsunosuke lacked the skill mind and will to emotionlessly cut down whoever threatened peace and the shinsengumi even with the support of his brother tatsunosuke and his newfound friends of the shinsengumi little did tetsunosuke know the blood and pain he would have to face being part of this historical group action comedy historical samurai shounen whitefox
3831,Peach Boy Riverside,saltorine aldike or sari is a bright cheerful princess who wants to go on an adventure because she is bored of her tiny little castle in the countryside one day a hoard of vicious demons known as oni come knocking on her doorstep threatening the lives of everyone in the kingdom thankfully they are saved by a lone traveler named kibitsu mikoto who slays these monsters with a mysterious peach eye shocked by the dangers of the outside world sari decides to set off on a journey of her own little did she know that she would set in motion a chain of events that will come to determine the fate of this magical world source peach boy riverside wiki fantasy shounen asahiproduction
3832,Peach Girl: Super Pop Love Hurricane,peach girl is about an average high school girl momo adachi who everyone thinks is a beach bunny slut because of her tanned skin the actual reason she is so tanned is because she was on the swim team and tans very easily she likes a boy toji who she heard only likes non tanned girls this causes her to question who she is and have low self esteem she spends a lot of time trying to remake herself into the girl she believes he wants however she has a friend sae who likes to go behind momo back and make her life terrible mostly by trying to take toji away from her all the while there another boy kairi who is in love with momo source ann drama romance school shoujo sliceoflife studiocomet
3833,Penguin Highway,schoolboy aoyama is bright inquisitive and a bit headstrong he has a lot of brainwork to get busy with after all he ll be an adult in just a few thousand days for the moment though he ll have to live life as a fourth grader not that it a bad life summer has arrived and school nearly out he has a crush on an intriguing older woman he met at his dentist office who coaching him in his chess game and a colony of penguins has materialized in the middle of aoyama sleepy little town where on earth or elsewhere did these waddling interlopers come from aoyama and his friends embark on a research mission applying rigorous scientific methods and principles their discoveries however only lead to ever more puzzling wonders source fantasia fantasy sci-fi studiocolorido
3834,Perfect Blue,j pop idol group cham has spent the last two years entertaining its fans sadly all good things must come to an end and cham must see one of its members mima kirigoe leave the group to pursue her acting career while mima choice is met with a mixed response she hopes her fans will continue to support her however mima life begins to change drastically after her departure from the group wanting to shed her pop idol image she takes on a role in a crime drama series and her career as an actress gradually becomes more demanding and taxing for both mima and her manager rumi hidaka to add to mima growing unease an obsessed fan who is incapable of accepting that mima has quit being an innocent idol begins stalking her a new anonymous website begins to impersonate her life with intricate detail and cham also appears to be doing better without her one by one each disturbing development drives mima to become increasingly unhinged and unable to distinguish reality from fantasy dementia drama horror psychological madhouse
3835,Perman (1983),mitsuo encountered superman an alien who is a part of a federation that tries to maintain peace in the galaxy he then received a helmet that also serves as a mask that gives superhuman strength a cape that enables the wearer to fly and a badge that allows him to breathe underwater and communicate with his fellow comrades whom he met soon after he utilized these gifts superman made it clear to all permans that their identity must be kept a secret or their brain will be destroyed should it ever be revealed and they are given a special doppelganger robot that can replace them while they are away to achieve this feat although it is not entirely foolproof nor is it free from potential problems these equipments then allowed them to be young permans who try to maintain peace and help the people who are in need comedy kids school superpower shin-eianimation
3836,Perrine Monogatari,perrine travels across europe with her mother a photographer in a cabin drawn by a donkey they are heading to a small village in northern france the home of perrine dead father perrine doesn know that they are unwanted in the village perrine father left the village after having quarrelled with his father perrine grandfather and married in india against his father will after her mother falls ill perrine has to sell everything including her beloved donkey palikare to pay for medicine mother dies in paris and before dying tells the girl that she has to make her grandfather love her before he knows who she really is after a journey full of hardships perrine finally arrives in the village where she learns that her grandfather is the rich owner of the factory that feeds all the villagers presenting herself under a false name perrine gets a job on the factory searching for a way to the heart of her grandfather source ann drama historical shoujo sliceoflife nipponanimation
3837,Persona 3 the Movie 1: Spring of Birth,at the stroke of midnight the dark hour appears a secret hour which most are unaware of those not trapped in coffins during this time unfortunate enough to find themselves conscious are met by dangerous creatures known as shadows a select few however possess the potential to wield persona a special power used to defeat these beings this secret group is called sees specialized extracurricular execution squad and their mission is to uncover the reason behind the dark hour appearance only a short while after transfer student makoto yuuki begins his residency at iwatodai dorm his persona awakens after an attack by a strong shadow now recruited into the ranks of sees he begins fighting alongside his comrades as only they can protect humanity from shadows and prevent the anomaly that is the dark hour action fantasy supernatural aica.s.t.a.
3838,Persona 3 the Movie 2: Midsummer Knight's Dream,as the season changes from spring to summer makoto yuuki remains alongside the specialized extracurricular execution squad sees the team continues to defeat shadows large and small but they now clash with a new enemy strega a group of rogue persona users who wish to keep the dark hour to their advantage it seems that strega may hold a clue to the dark hour true nature while sees enjoys summer vacation in yakushima they are joined by aegis an amnesiac android designed to destroy shadows while she proves herself to be a powerful ally she is inexplicably drawn to makoto and constantly remains at his side as they delve deeper into the mysteries of the dark hour the nature of the mysterious connection that binds these two together is slowly unveiled action fantasy supernatural a-1pictures
3839,Persona 3 the Movie 3: Falling Down,as the fall season nears its end chidori yoshino a member of strega abducts junpei iori meanwhile makoto yuuki and the specialized extracurricular execution squad sees annihilate the arcana hanged man soon after a mysterious playboy named ryouji mochizuki transfers into gekkoukan high school class f supposedly having achieved their goal the members of sees believe they are free from the battle that has ruthlessly stolen away the lives of their loved ones and yet tartarus and the dark hour continue to exist undeterred by the extermination of the twelfth shadow distraught by their apparent failure sees must cope with their personal struggles and discover whose sake they fight for as makoto and junpei journeys of self discovery progress ryouji identity and the reason behind aegis hate for him become clear action fantasy supernatural a-1pictures
3840,Persona 3 the Movie 4: Winter of Rebirth,the time of destruction is coming ever closer without a doubt it cannot be stopped to know death to gaze at death to face death makoto and his allies have grown through the many meetings and partings they have experienced their fight might not be for the sake of the world but for themselves even so they have continued to fight believing that there are peaceful days waiting at the end of the battle however a boy says that destruction is the fate that humanity must shoulder the boy they believed to be their friend tells them the truth of the situation without an emotion on his face the season changes to winter makoto makes a decision in order to greet the spring that is waiting beyond source ann action fantasy supernatural a-1pictures
3841,Persona 4 the Animation,yuu narukami moves to inaba a seemingly quiet and ordinary town where he quickly befriends the clumsy transfer student yousuke hanamura the energetic chie satonaka and the beautiful heiress yukiko amagi shortly after yuu arrival a chain of mysterious killings begin to occur on foggy days at the same time rumors about a strange television channel dubbed the midnight channel spread like wildfire when staring into their tv screen at midnight a person may see their soul mate after witnessing the most recent murder victim on the midnight channel yuu attempts to watch it again only to realize that he can traverse into the tv and reach another world overrun with shadows evil creatures of the dark realizing the link behind the hidden dimension and the murders yuu and his friends attempt to crack the cases by exploring the diabolical world of the midnight channel using their personas awakened manifestations of their true selves adventure mystery school sci-fi superpower supernatural aica.s.t.a.
3842,Persona 4 the Animation: No One is Alone,new episode included with the th blu ray volume the episode will adapt the true ending from the original ps game adventure mystery school sci-fi superpower supernatural aica.s.t.a.
3843,Persona 4 the Golden ANIMATION,spring far from the city time flows peacefully in this rural town as the cherry blossoms scatter in the wind a young man named yu narukami steps off the train at yasoinaba station yu has come to this town where his uncle lives for family reasons he will be transferring into the local high school yasogami high and so begins his school life the shopping mall after school a series of murders taking place in town the midnight channel airing late at night what lies in store for yu and his friends this time around source aniplex usa adventure mystery school sci-fi superpower supernatural a-1pictures
3844,Persona 5 The Animation,ren amamiya a new transfer student at shujin academy is sent to tokyo to live with his family friend sojiro sakura after wrongly being put on probation for defending a woman from sexual assault while on the way to attend his first day at his new school ren notices a strange app has appeared on his phone transferring him to a world known as the metaverse which contains people shadows distorted depictions of their true selves in the metaverse he awakens his persona a power from deep within that gives him the strength to fight the shadows with the help of similarly troubled students he forms the phantom thieves of hearts attempting to save people from their sinful desires by taking their heart making evildoers regret their actions and turn over a new leaf the group reputation continues to grow explosively bringing along fame both positive and negative however during the peak of their popularity ren gets captured and taken into custody here he wakes up to a harsh interrogation but this is cut short by the arrival of sae niijima a prosecutor seeking answers just how will she react to his story and what will become of the phantom thieves action fantasy supernatural cloverworks
3845,Persona 5 the Animation Specials,unaired episodes included in th th bd dvd volume of the persona the animation these volumes contained the two persona the animation tv specials stars and ours dark sun respectively rather than episodes of the regular tv series few days after battle against akechi ren who was helping out with the cafe saw a cross word puzzle magazine on the table and saw akechi handwriting besides a solved crossword seigi no akashi sign of justice in order to investigate the meaning he walks around the street under the cold winter snow while thinking back at the memory with akechi the meaning that revealed and akechi feeling is valentine day omnibus story featuring ren amamiya comedy sliceoflife cloverworks
3846,Persona 5 the Animation TV Specials,in the wake of ren amamiya apparent suicide the other members of the phantom thieves are heartbroken and without purpose as sae niijima rushes over to cafe leblanc she brings the team a shocking revelation that spurs them to pull off one more spectacular heist the hardened warriors of the metaverse make one last attempt to prove to the world that they fight for justice and to bring down their teammate turned traitor gorou akechi watch them closely or they might just steal your heart action fantasy school supernatural cloverworks
3847,Persona: Trinity Soul,the stage is ayanagi city a city near the japan sea it is a futuristic city that was built to carry out the recovery from the calamity caused by the apathy syndrome ten years previous high school student shin kanzato with his little brother jun meet with their elder brother ryou who is the chief of the ayanagi city police again after ten years at that time a series of strange incidents happen in ayanagi city such as the crew of a submarine that suddenly disappears while in their submarine or a spiritless symptom which disturbs the world after ten years or the case of the inside out corpse where a student took on a cruel appearance ryou tracks down the organization behind the string of incidents and having become involved in the incidents shin awakens the persona source wikipedia action sci-fi superpower a-1pictures
3848,Pet,despite endless research the human mind remains a mystery to this day unknown to the public there exist special individuals who are able to dive deep into the minds of people and even manipulate their memories gifted with this ability hiroki tsukasa and satoru are among those who use their power to commit crime under the orders of their leader katsuragi the three step into the dangerous territory of the human mind in order to destroy their assigned targets while striving to keep their own minds and memories safe mystery supernatural psychological seinen genostudio
3849,Peter Grill and the Philosopher's Time,after gaining the title of the strongest warrior in the world peter grill has finally proven his worth and is ready to take the hand of his beloved senior the beautiful and innocent luvelia sanctos peter expects to have a healthy relationship with her despite some objections from her father unfortunately this dream quickly breaks apart as news of his grand victory spreads among the womenfolk of other races ogres orcs elves and others some of them even vying for his seed to produce offspring blessed with his might to avoid betraying the trust of his cherished luvelia and causing a scandal peter strives to avoid other women salacious advances however accomplishing such a feat with so many alluring women on his trail is easier said than done comedy ecchi fantasy harem wolfsbane
3850,Peter Grill and the Philosopher's Time: Super Extra,second season of comedy ecchi fantasy harem wolfsbane
3851,Peter Grill and the Philosopher's Time: Super Extra (Uncensored),second season of peter grill to kenja no jikan comedy ecchi fantasy harem wolfsbane
3852,Peter Pan & Wendy,wendy and her two little brothers are brought to the land of adventures neverland by peter pan a boy who will never grow up in neverland they encounter exciting events and meet with little fairies mermaids indians and pirates required to act as a mother wendy never has a moments peace with all that is happening around her including breath taking fights with pirates later in the series they set off to find a buried treasure with a map that they obtain from the pirates source animenfo adventure fantasy nipponanimation
3853,Petit Seka,a mini anime based off the mobile rhythm game project sekai colorful stage comedy game scooterfilms
3854,PetoPeto-san,after centuries of antagonism and misunderstanding the japanese finally welcome youkai into their community in an attempt at species integration normal children begin attending school with paranormal creatures who are quite humanoid shingo ohashi finds himself developing feelings for hatoko petoko fujimura a half youkai half human girl whose powers are uncontrollable cuteness to enchant those around her similar to a low power succubus get stuck to any other person who touches her bare flesh cured by her falling asleep and the ability to disappear even at the molecular stage which she can for the most part control source the anime encyclopedia comedy demons romance school xebec
3855,Phantasy Star Online 2 The Animation,in the year the video game phantasy star online is all the rage at seiga academy every student is on board the fad except for itsuki tachibana a well rounded student who doesn play video games due to its popularity the game is currently under review at seiga academy to see if it has a negative impact on the students consequently this causes itsuki to catch the attention of rina izumi the perfectionist student council president who aims to prove that the game is not to blame to accomplish her objective rina recruits itsuki as the student council vice president and tasks him with learning to play the game while keeping his grades up now obliged to report his daily findings of the game to rina and analyze its merits itsuki carries the fate of phantasy star online in his hands action game school sci-fi telecomanimationfilm
3856,Phantasy Star Online 2: Episode Oracle,a tv anime adaptation of episode out of the total episodes from the phantasy star online game some anime original content will be created as well episode during their qualification exam in planet naberius the player and fellow arks trainee afin were attacked by vile organisms known as darkers this is followed by the two discovering a mysterious girl who lost most of her memories and the truth regarding naberius and the recent spike of darker activities episode the plot follows the player and matoi as they try to unravel a dark conspiracy regarding the origin and purpose of arks episode the discovery of the planet harukotan brought a new quest into the fray as the peace between the shironian and kuronites that dwell in the planet is disturbed by the kuronites sudden attack the newly reformed arks is tasked to investigate the reason behind it all and it seems like the truth is more complicated and horrifying than expected source phantasystar fandom com action sci-fi space gonzo
3857,Phantom in the Twilight,set in modern day london the story takes place in a world where shadows are born from human fear and anxiety a young girl arrives to study abroad only to be caught in a bizarre incident as she enters university in a city with no acquaintances the helpless girl wanders into caf forbidden a mysterious caf that exclusively opens at midnight she meets an assortment of handsome men employed at the caf where guardians who protect the boundary between humans and shadow convene source mal news action vampire supernatural lidenfilms
3858,Phantom: Requiem for the Phantom,mafia is rife in america where assassinations are a regular occurrence on the streets inferno a mysterious company is behind most of these dealings through the use of their near invincible human weapon phantom one day a japanese tourist accidentally witnesses phantom latest murder desperate to escape the tourist hides in a secluded building however phantom revealed to be a young woman named ein and the leader of inferno scythe master captures the tourist and brainwashes him given the name zwei this once peaceful tourist is now a puppet of inferno with no memories drawn into a world of lies deceit and violence zwei must fight to survive hopefully to one day regain his memories and escape from this world where he is constantly on the brink of death action drama thriller seinen beetrain
3859,Phi-Brain ~ Puzzle of God,kaito daimon would be a completely average high school student except for one thing he a demon at solving puzzles kaito is so brilliant in fact that when he asked to take some special tests of his unique ability he immediately suspects that the test itself is a test kaito suddenly finds himself caught up in a lethal philosopher puzzle made by the sinister group pog a murderous maze of trap upon trap where failing to solve the secret correctly will result in death fortunately kaito skills prove up to the first test both for himself and his childhood friend nanoha who is also caught up in the deadly scheme but now that he has been designated as a solver he is pulled into a new life where he must travel the world with other solvers attempting to solve the latest deadly riddles left by pog there a new conundrum around every corner and each deception could lead to death but once a riddle has been posed you can count on kaito to unfold unravel and unlock it source sentai filmworks action mystery game shounen sunrise
3860,Phi-Brain ~ Puzzle of God: The Orpheus Order,the puzzles get tougher and even more deadly as kaito daimon continues his battle against the power hungry givers of the pog and with one team member already switching sides will kaito have what it takes to keep solving the deadly puzzle traps put before him and reach the fabled puzzle of god more importantly will he be able to solve the puzzles and maintain his sanity source sentai filmworks action mystery game shounen sunrise
3861,Phi Brain: Puzzle of God 3,are puzzles really necessary in this world in order to restore jin memory kaito and his friends go on a puzzle viewing journey to england as they re walking through the underground maze beneath the church where young kaito and rook first met jin a mysterious girl appears in front of them jin calls the girl by the name raetsel it seems they know each other however she suddenly disappears and takes jin with her what more the traps in the underground maze are activated and start coming after kaito and his friends source www nhk or jp action mystery game shounen sunrise
3862,Photo Kano,kazuya a mild mannered high school sophomore coming to the end of a very average summer break receives a digital single lens reflex camera as a gift his nerdy fascination with its design soon turns to wonder when he realizes this little gadget could really give his social life a shot in the arm source tbs ecchi romance school madhouse
3863,Photon: The Idiot Adventures,photon earth is a young and gentle boy with superhuman strength and baka meaning idiot in japanese scribbled on his forehead apparently by his troublemaking friend aun freya one day he finds himself engaged to the beautiful fugitive pilot keyne acqua after writing baka on her forehead and that the least of his worries as he must protect both aun and keyne from the evil papacharino who seeks to steal the secrets of aho another word for idiot energy from keyne grandfather ship source ann action adventure comedy drama ecchi mecha romance sci-fi aic
3864,Piacevole: My Italian Cooking,while on her summer break morina nanase starts a new part time job as a waitress at trattoria festa an italian restaurant finding the restaurant adorable and coincidentally close to her house morina quickly settles into her new profession however her new job comes with several eccentric co workers and italian dishes she has never heard of the restaurant typical fare includes a variety of pasta dishes such as penne arrabbiata rich dessert such as tiramisu and even caponata join morina in her restaurant adventures as she gets to know her co workers and serves the best italian cuisine to her customers with a smile comedy sliceoflife zero-g
3865,Piano no Mori,piano no mori tells the story of shuuhei amamiya a transfer student and kai ichinose a problem child from the rough areas of town upon transferring to moriwaki elementary and telling the other kids about his talent for piano shuuhei quickly finds himself as the victim of bully daigaku kanehira daigaku dares shuuhei to find and play a cursed piano in the forest which leads him to meet kai who claims to be the owner of the piano and the only one who can play it intrigued shuuhei follows kai to the hidden piano in the forest and listens to him play a beautiful medley earning the respect of not only shuuhei but school music teacher sousuke ajino as well kai now finds himself formally learning how to play the piano adventure comedy drama music school seinen madhouse
3866,Forest of Piano,a tranquil tale about two boys from very different upbringings on one hand you have kai born as the son of a prostitute who been playing the abandoned piano in the forest near his home ever since he was young and on the other you have syuhei practically breast fed by the piano as the son of a family of prestigious pianists yet it is their common bond with the piano that eventually intertwines their paths in life source kefi adventure comedy drama music school seinen gaina
3867,Piano no Mori (TV) 2nd Season,with the start of the chopin piano competition kai ichinose shuuhei amamiya and many other hopeful musicians from around the world strive to reach the top the stakes have never been higher and the judges are rigorous when it comes to selecting the winner out of the plethora of talented pianists this competition is so harsh that even famous prodigies can be easily eliminated some play for the money some play to fulfill their duty to their families and yet others play for their music to be heard however the only one who can reach the top is the one who embodies the spirit of the music fr d ric chopin crafted for future generations with the stakes higher than ever before rivalries friendships and family ties will be tested and each pianist will find their own sound comedy drama music school seinen gaina
3868,Pikotaro's Lullaby La La By (TV),piko tarou will improvise the story of each three minute episode using an illustration by the anime director takashi taniguchi he will tell each story in the style of a fairy tale and voice every character including himself source ann comedy parody dle
3869,Ping Pong the Animation,the hero comes the hero comes the hero comes chant these words in your mind and i ll surely come to you this mantra is what makoto tsukimoto repeats as a source of motivation when he fights through the stress of not only grueling ping pong matches but also in situations of his life makoto doesn fight alone he and his friend yutaka hoshino nicknamed smile and peco respectively are two boys who have grown up playing ping pong together nearly every day peco brimming with confidence aims to be the best table tennis player in the world smile on the other hand shows little ambition nevertheless the two have always stuck together with a bond built upon their mutual love for this sport every year students from all across japan gather for the inter high table tennis competition to achieve national and international stardom through intense training and competition only the very best persevere from the avant garde director of tatami galaxy masaaki yuasa ping pong the animation serves a tale of ambition with its fair share of bumps along the way whatever the odds peco and smile will face them together drama sports psychological seinen tatsunokoproduction
3870,Pingu in the City,pingu and his family move from their small village to the big city in which there are many people with many different occupations the ever curious pingu tries to join them at their jobs but his mischievous side gets the better of him and he ends up messing things up source ann comedy kids sliceoflife dandelionanimationstudio
3871,Pingu in the City 2nd Season,pingu continues his misadventures in the big city now with even more different jobs for him to mess up as a result of his adorable clumsiness and affinity for mischief join him on his curious capers as he wreaks havoc across the city comedy kids sliceoflife dandelionanimationstudio
3872,Pita-Ten,kotaro was pretty much supposed to be your average boy worried about the pressures of education while enjoying a simple life with his friends much to his despair he one day finds the overly cheerful misha at his door asking to be friends out of nowhere even more shocking is that misha is an apprentice angel yet she does more bad then good along with kotaro school friends takashi and koboshi and the so called devil shia once again being able to do more good then bad the group of friends spend their days getting into all sorts of adventures and troubles based on the manga by koge donbo comedy fantasy kids romance school shounen madhouse
3873,Piyoko ni Omakase pyo!,leave it to piyoko move over di gi charat piyoko and the black gema gema gang star in this new ova series from the planet analogue to earth the black gema gema gang try to kidnap dejiko and hold her ransom to find their dream of a prosperous home comedy sci-fi shounen madhouse
3874,Planet With,according to the theories of oneiromancy dreams of dragons represent the struggle of losing yourself to your own anger fittingly souya kuroi wakes up from a nightmare of a massive dragon destroying everything around him in a blaze of rainbow colored light after being told that he lost his parents and memory in a strange accident the waking world becomes another nightmare in itself with this dream being his only memory he has no choice but to be taken care of by his two strange guardians the spunky and energetic maid ginko and a huge cat known only as sensei his new life is turned upside down when the denizens of saromisaka city are beset by a teddy bear shaped ufo when military power proves to be ineffective seven mysterious people rise up to fight off the monstrosity these heroes destroy the invader in a flurry of rainbow colored lights the very same lights that souya saw in his nightmare with the alien threat repelled these seven strangers find themselves facing a new adversary souya swearing vengeance upon the people who decimated his old life he begins his crusade against these heroes and becomes embroiled in a struggle of galactic proportions action mecha sci-fi j.c.staff
3875,Planetarian,it is thirty years after the failure of the space colonization program humanity is nearly extinct a perpetual and deadly rain falls on the earth men known as junkers plunder goods and artifacts from the ruins of civilization one such junker sneaks alone into the most dangerous of all ruins a sarcophagus city in the center of this dead city he discovers a pre war planetarium and as he enters he is greeted by hoshino yumemi a companion robot without a single shred of doubt she assumes he is the first customer she had in years she attempts to show him the stars at once but the planetarium projector is broken unable to make heads or tails of her conversation he ends up agreeing to try and repair the projector source steam drama sci-fi davidproduction
